('65.75', 733059.40398405958)
('65.75', 733059.40401252476)
('65.75', 733059.40404048946)
('65.75', 733059.40406789747)
('65.75', 733059.40409511968)
('65.75', 733059.40412262059)
('65.75', 733059.40415104758)
('65.75', 733059.40417873347)
('65.97', 733059.40420623892)
('66.65', 733059.40423322574)
('65.97', 733059.40426044806)
('66.65', 733059.40428785607)
('65.97', 733059.40431507933)
('65.97', 733059.40434225625)
('65.97', 733059.40437049756)
('66.65', 733059.40440151689)
('65.97', 733059.4044286937)
('65.97', 733059.40445596224)
('65.97', 733059.40448281576)
('65.97', 733059.40450980642)
('66.65', 733059.40453702922)
('66.03', 733059.40456407017)
('66.04', 733059.40459425573)
('66.06', 733059.40462217049)
('66.07', 733059.40464957862)
('66.09', 733059.40467721794)
('66.10', 733059.40470601735)
('66.12', 733059.40473324014)
('66.14', 733059.40476069297)
('66.15', 733059.40478800843)
('66.12', 733059.40481523261)
('66.13', 733059.40484245482)
('66.11', 733059.40486967773)
('66.11', 733059.40489722369)
('66.12', 733059.40492444835)
('66.13', 733059.40495167032)
('66.10', 733059.40497889335)
('66.11', 733059.40500606969)
('66.12', 733059.40503329237)
('66.12', 733059.40506051586)
('66.13', 733059.40508792351)
('66.10', 733059.40511514584)
('66.11', 733059.40514232253)
('66.11', 733059.40516954567)
('66.11', 733059.40519676951)
('66.12', 733059.40522399161)
('66.12', 733059.40525116876)
('66.12', 733059.40527839086)
('66.12', 733059.40530561784)
('66.12', 733059.4053328376)
('66.12', 733059.40536001406)
('66.12', 733059.40538844012)
('66.12', 733059.40541608015)
('66.12', 733059.40544358047)
('66.12', 733059.40547094261)
('66.12', 733059.40549825761)
('66.12', 733059.40552580461)
('66.12', 733059.4055533522)
('66.12', 733059.40558071551)
('66.12', 733059.40560816857)
('66.12', 733059.40563571593)
('66.12', 733059.4056633102)
('66.12', 733059.40569090191)
('66.12', 733059.4057183098)
('66.12', 733059.40574571758)
('66.12', 733059.40577329625)
('66.12', 733059.40580085863)
('66.12', 733059.40582840517)
('66.12', 733059.4058556282)
('66.12', 733059.40588303574)
('66.12', 733059.4059106292)
('66.12', 733059.40593799227)
('66.12', 733059.4059652146)
('66.12', 733059.40599266917)
('66.12', 733059.40602003003)
('66.12', 733059.40604739334)
('66.12', 733059.40607498598)
('66.12', 733059.40610257885)
('66.12', 733059.40612998698)
('66.12', 733059.40615757986)
('66.12', 733059.40618494281)
('66.12', 733059.40621235094)
('66.12', 733059.40623975813)
('66.12', 733059.40626720712)
('66.12', 733059.40629471431)
('66.12', 733059.4063221222)
('66.12', 733059.4063495294)
('66.12', 733059.40637693717)
('66.12', 733059.40640429931)
('66.12', 733059.40643170814)
('66.12', 733059.40645911638)
('66.12', 733059.40648652357)
('66.12', 733059.40651388641)
('66.12', 733059.4065412964)
('66.12', 733059.40656870219)
('66.12', 733059.40659611055)
('66.12', 733059.40662388806)
('66.12', 733059.40665213042)
('66.12', 733059.40667990781)
('66.12', 733059.40670759534)
('66.12', 733059.40673514106)
('66.12', 733059.40676255012)
('66.12', 733059.40679014265)
('66.12', 733059.40681773552)
('66.12', 733059.40684532921)
('66.12', 733059.40687306237)
('66.12', 733059.40690065513)
('66.12', 733059.40692824824)
('66.12', 733059.40695579676)
('66.12', 733059.40698320314)
('66.12', 733059.40701079636)
('66.12', 733059.40703857492)
('66.12', 733059.40706630796)
('66.12', 733059.40709375928)
('66.12', 733059.40712130908)
('66.12', 733059.40714890242)
('66.12', 733059.40717649553)
('66.12', 733059.40720422752)
('66.12', 733059.40723182098)
('66.12', 733059.40725941409)
('66.12', 733059.40728700778)
('66.12', 733059.40731473954)
('66.12', 733059.40734219365)
('66.12', 733059.40736978676)
('66.12', 733059.40739733423)
('66.12', 733059.40742488159)
('66.12', 733059.40745228925)
('66.12', 733059.40747988236)
('66.12', 733059.40750747535)
('66.12', 733059.40753483691)
('66.12', 733059.40756224724)
('66.12', 733059.40758965537)
('66.12', 733059.40761706128)
('66.12', 733059.40764442447)
('66.12', 733059.4076718319)
('66.12', 733059.40769924049)
('66.12', 733059.40772664861)
('66.12', 733059.40775405616)
('66.12', 733059.4077814176)
('66.12', 733059.40780882619)
('66.12', 733059.40783623443)
('66.12', 733059.40786364209)
('66.12', 733059.4078923011)
('66.12', 733059.40791975544)
('66.12', 733059.40794734773)
('66.12', 733059.40797494096)
('66.12', 733059.40800234908)
('66.12', 733059.40802971076)
('66.12', 733059.40805730445)
('66.12', 733059.40808489756)
('66.12', 733059.40811226016)
('66.12', 733059.40813966736)
('66.12', 733059.40816730703)
('66.12', 733059.40819485544)
('66.12', 733059.40822221711)
('66.12', 733059.40824962594)
('66.12', 733059.40827703325)
('66.12', 733059.40830462612)
('66.12', 733059.40833221853)
('66.12', 733059.40835958067)
('66.12', 733059.40838698857)
('66.12', 733059.40841458167)
('66.20', 733059.40844217513)
('66.12', 733059.40846958291)
('66.20', 733059.40849716414)
('66.20', 733059.40852453804)
('66.20', 733059.40855208575)
('66.20', 733059.40857949492)
('66.20', 733059.4086069027)
('66.20', 733059.40863435587)
('66.20', 733059.40866185632)
('66.20', 733059.40868944989)
('66.20', 733059.40871704393)
('66.20', 733059.40874445136)
('66.20', 733059.4087720447)
('66.42', 733059.40879940719)
('66.20', 733059.40882681438)
('66.42', 733059.40885422286)
('66.42', 733059.40888163075)
('66.42', 733059.40890903852)
('66.42', 733059.40893640055)
('66.42', 733059.40896380926)
('66.42', 733059.40899121843)
('66.42', 733059.40901857847)
('66.42', 733059.40904598695)
('66.42', 733059.40907358273)
('66.42', 733059.40910098923)
('66.42', 733059.40912964626)
('66.42', 733059.40915733215)
('66.65', 733059.40918506414)
('66.42', 733059.4092126576)
('66.65', 733059.40924020484)
('66.65', 733059.40926761366)
('66.65', 733059.40929502074)
('66.65', 733059.40932266426)
('66.65', 733059.40935039264)
('66.65', 733059.40937775478)
('66.65', 733059.40940534777)
('66.65', 733059.40943294112)
('66.65', 733059.40946053457)
('66.65', 733059.40948808403)
('66.65', 733059.40951567574)
('66.65', 733059.40954308247)
('66.87', 733059.40957067837)
('66.87', 733059.40959840908)
('66.87', 733059.40962600161)
('66.87', 733059.40965359553)
('66.87', 733059.40968141949)
('66.87', 733059.40970892122)
('66.87', 733059.40973651363)
('66.87', 733059.40976410685)
('66.87', 733059.40979169984)
('66.87', 733059.40981947829)
('66.87', 733059.40984706697)
('66.87', 733059.40987462027)
('66.87', 733059.40990221302)
('67.10', 733059.40992999054)
('66.87', 733059.40995753894)
('67.10', 733059.40998513147)
('67.10', 733059.41001272423)
('67.10', 733059.4100403639)
('67.10', 733059.41006805049)
('67.10', 733059.41009583022)
('67.10', 733059.41012360668)
('67.10', 733059.41015138547)
('67.10', 733059.41017911851)
('67.10', 733059.41020689718)
('67.10', 733059.41023467574)
('67.10', 733059.41026240622)
('67.10', 733059.41029018606)
('67.10', 733059.41031796392)
('67.10', 733059.41034574318)
('67.32', 733059.41037440184)
('67.10', 733059.41040267446)
('67.32', 733059.41043079109)
('67.32', 733059.41045889305)
('67.12', 733059.41048704216)
('67.12', 733059.41051514458)
('67.32', 733059.41054310813)
('67.32', 733059.41057125689)
('67.32', 733059.41059940634)
('67.32', 733059.41062732472)
('67.32', 733059.41065510176)
('67.32', 733059.4106830674)
('67.32', 733059.4107112143)
('67.32', 733059.41073894862)
('67.32', 733059.41076672496)
('67.32', 733059.41079454951)
('67.32', 733059.41082265298)
('67.32', 733059.41085038614)
('67.32', 733059.41087820963)
('67.55', 733059.41090612789)
('67.55', 733059.41093353473)
('67.55', 733059.41096098977)
('67.55', 733059.41098830546)
('67.55', 733059.41101571301)
('67.55', 733059.41104293533)
('67.55', 733059.41107052867)
('67.55', 733059.41109789198)
('67.55', 733059.41112511465)
('67.55', 733059.4111525215)
('67.55', 733059.4111799302)
('67.55', 733059.41120729165)
('67.55', 733059.41123470012)
('67.55', 733059.41126192326)
('67.55', 733059.41128928598)
('67.55', 733059.41131669329)
('67.77', 733059.41134410165)
('67.55', 733059.41137151048)
('67.55', 733059.41139910254)
('67.77', 733059.41142646363)
('67.77', 733059.4114538735)
('67.77', 733059.41148128058)
('67.77', 733059.41150868975)
('67.77', 733059.41153609706)
('67.77', 733059.41156345885)
('67.77', 733059.41159105126)
('67.77', 733059.4116190623)
('67.77', 733059.4116472574)
('67.77', 733059.41167475784)
('67.77', 733059.41170253674)
('67.77', 733059.41173012939)
('67.77', 733059.41175767651)
('67.77', 733059.41178513039)
('67.77', 733059.41181272466)
('68.00', 733059.41184045619)
('68.00', 733059.41186823545)
('68.00', 733059.41189582762)
('68.00', 733059.4119235602)
('68.00', 733059.41195189394)
('68.00', 733059.4119793484)
('68.00', 733059.41200685001)
('68.00', 733059.41203407338)
('68.00', 733059.41206129512)
('68.00', 733059.4120885178)
('68.00', 733059.41211593198)
('68.00', 733059.41214310273)
('68.00', 733059.41217037186)
('68.00', 733059.41219773365)
('68.00', 733059.41222509544)
('68.00', 733059.41225232906)
('68.00', 733059.4122795437)
('68.00', 733059.41230676475)
('68.00', 733059.41233412607)
('68.00', 733059.41236135224)
('68.00', 733059.41238857294)
('68.22', 733059.4124158409)
('68.01', 733059.41244315682)
('68.01', 733059.41247042734)
('68.22', 733059.41249778925)
('68.22', 733059.41252519656)
('68.22', 733059.41255242028)
('68.22', 733059.41257978126)
('68.22', 733059.41260719183)
('68.22', 733059.41263441194)
('68.22', 733059.41266163462)
('68.22', 733059.41268899792)
('68.22', 733059.41271622013)
('68.22', 733059.41274436982)
('68.22', 733059.4127717776)
('68.22', 733059.41279899899)
('68.22', 733059.41282636079)
('68.22', 733059.41285358788)
('68.45', 733059.41288275109)
('68.22', 733059.41291057644)
('68.22', 733059.41293840075)
('68.45', 733059.41296631866)
('68.45', 733059.4129941439)
('68.45', 733059.41302196751)
('68.26', 733059.41304951429)
('68.27', 733059.4130771081)
('68.45', 733059.41310456593)
('68.45', 733059.41313206486)
('68.45', 733059.41315965774)
('68.45', 733059.41318725655)
('68.45', 733059.41321461205)
('68.45', 733059.41324220481)
('68.45', 733059.41326956695)
('68.45', 733059.4132971603)
('68.45', 733059.41332475329)
('68.45', 733059.4133523514)
('68.45', 733059.41337970935)
('68.45', 733059.4134071623)
('68.45', 733059.41343453107)
('68.45', 733059.41346211929)
('68.45', 733059.41348948167)
('68.67', 733059.41351688839)
